generation,prop0,prop1,prop2,prop3,prop4,prop5,prop6,prop7,prop8,prop9,prop10,prop11,prop12,prop13,prop14,prop15
0,4e-07,0,1.42e-05,0,3.76e-05,2e-07,0.0067614,1.26e-05,4.4e-06,0,0.0024942,3e-06,0.0020234,7.2e-06,0.986847,0.0017948
1,4.21118e-07,0,1.4318e-05,0,3.81112e-05,2.10559e-07,0.00675957,1.28441e-05,4.00062e-06,0,0.00249281,3.15838e-06,0.00202368,6.73789e-06,0.986847,0.00179754
2,3.97155e-07,0,1.62834e-05,0,3.81269e-05,1.98578e-07,0.00677209,1.33047e-05,4.56729e-06,0,0.00250605,3.17724e-06,0.00201795,6.35448e-06,0.986813,0.00180805
3,4.18097e-07,0,1.67239e-05,0,3.76287e-05,2.09048e-07,0.00677818,1.33791e-05,4.80811e-06,0,0.00250377,3.13572e-06,0.00201962,6.4805e-06,0.986811,0.00180492
4,3.99959e-07,0,1.63983e-05,0,3.59963e-05,1.9998e-07,0.00682251,1.25987e-05,5.19947e-06,0,0.00250595,3.59963e-06,0.00202999,6.39935e-06,0.98676,0.00180122
5,4.20991e-07,0,1.66291e-05,0,3.62052e-05,2.10495e-07,0.00681521,1.22087e-05,5.47288e-06,0,0.00250342,3.57842e-06,0.00204033,6.31486e-06,0.98676,0.00179973
6,3.97273e-07,0,1.58909e-05,0,3.59532e-05,1.98637e-07,0.00682178,1.33086e-05,6.35637e-06,0,0.00249666,3.57546e-06,0.00203881,7.15092e-06,0.986757,0.00180302
7,4.18193e-07,0,1.65186e-05,0,3.53373e-05,2.09096e-07,0.00681612,1.31731e-05,6.27289e-06,0,0.00249933,2.92735e-06,0.00204622,7.10927e-06,0.986751,0.00180492
8,5.99773e-07,0,1.63938e-05,0,3.51867e-05,0,0.00681422,1.25952e-05,6.39758e-06,0,0.00249705,2.99886e-06,0.00202663,6.79742e-06,0.986775,0.00180612
9,6.31317e-07,0,1.57829e-05,0,3.57746e-05,0,0.00680454,1.26263e-05,6.31317e-06,0,0.00249181,3.15658e-06,0.0020219,6.73405e-06,0.986792,0.00180872
10,3.97198e-07,0,1.68809e-05,0,3.67408e-05,0,0.00677858,1.23131e-05,5.56077e-06,0,0.00248447,3.17759e-06,0.00202849,6.75237e-06,0.986821,0.00180546
11,4.18166e-07,0,1.60994e-05,0,3.70077e-05,0,0.00676885,1.27541e-05,5.64524e-06,0,0.00248662,3.34532e-06,0.002035,6.48157e-06,0.986819,0.00180836
12,3.99879e-07,0,1.51954e-05,0,3.79885e-05,0,0.00676295,1.33959e-05,4.99848e-06,0,0.00247465,3.39897e-06,0.00203318,6.598e-06,0.986836,0.00181165
13,4.20962e-07,0,1.49441e-05,0,3.8518e-05,0,0.00676086,1.34708e-05,5.26202e-06,0,0.00247231,3.57818e-06,0.00203661,6.94587e-06,0.986833,0.00181371
14,3.97288e-07,0,1.43024e-05,0,3.71464e-05,0,0.00675012,1.39051e-05,5.56203e-06,0,0.0024753,3.1783e-06,0.0020361,6.55525e-06,0.986836,0.00182176
15,4.18279e-07,0,1.48489e-05,0,3.61811e-05,0,0.006746,1.38032e-05,5.8559e-06,0,0.00247579,3.13709e-06,0.00203953,6.27418e-06,0.986827,0.00183143
16,3.99838e-07,0,1.53938e-05,0,3.59854e-05,0,0.00675746,1.31946e-05,5.39781e-06,0,0.00248719,3.39862e-06,0.00203857,6.59732e-06,0.986811,0.00182566
17,4.2095e-07,0,1.47332e-05,0,3.62017e-05,0,0.00674888,1.32599e-05,5.68282e-06,0,0.0024956,3.3676e-06,0.00203677,6.7352e-06,0.986816,0.00182208
18,3.97205e-07,0,1.4498e-05,0,3.45568e-05,0,0.00674394,1.27106e-05,6.15668e-06,0,0.00249365,4.17065e-06,0.00204938,6.75248e-06,0.986807,0.00182675
19,4.18116e-07,0,1.50522e-05,0,3.49127e-05,0,0.00672853,1.31707e-05,6.27174e-06,0,0.00248946,3.76305e-06,0.00204981,6.89892e-06,0.986819,0.00183239
20,1.99956e-07,0,1.41969e-05,0,3.53923e-05,0,0.00674773,1.31971e-05,6.39861e-06,0,0.00248826,3.79917e-06,0.00205215,6.99848e-06,0.986789,0.0018424
21,2.10491e-07,0,1.43134e-05,0,3.5573e-05,0,0.00674813,1.32609e-05,6.31473e-06,0,0.00249284,3.78884e-06,0.00205313,6.9462e-06,0.986786,0.00183948
22,1.98683e-07,0,1.39078e-05,0,3.73524e-05,0,0.00673893,1.41065e-05,5.76181e-06,0,0.00248453,3.37761e-06,0.00205279,6.35786e-06,0.986781,0.00186146
23,2.09151e-07,0,1.40131e-05,0,3.70196e-05,0,0.00673465,1.42222e-05,5.64706e-06,0,0.0024776,3.34641e-06,0.00205219,6.48367e-06,0.986794,0.0018606
24,3.99749e-07,0,1.35915e-05,0,3.87757e-05,0,0.00672518,1.47907e-05,6.19612e-06,0,0.00248944,3.19799e-06,0.00204552,6.19612e-06,0.986801,0.00185584
25,4.20853e-07,0,1.38881e-05,0,3.93497e-05,0,0.00671744,1.45194e-05,6.31279e-06,0,0.00248829,3.15639e-06,0.00205313,6.31279e-06,0.986796,0.00186122
26,3.97381e-07,0,1.39083e-05,0,3.95394e-05,0,0.00670302,1.45044e-05,5.56333e-06,0,0.00249396,3.37774e-06,0.00205525,6.55678e-06,0.986811,0.00185338
27,4.18355e-07,0,1.38057e-05,0,3.86978e-05,0,0.00670351,1.44333e-05,5.64779e-06,0,0.00249591,3.34684e-06,0.00205726,6.4845e-06,0.986802,0.00185833
28,3.99743e-07,0,1.35913e-05,0,4.0374e-05,0,0.00671628,1.3991e-05,5.5964e-06,0,0.00249719,2.99807e-06,0.00205008,6.79563e-06,0.986799,0.00185381
29,4.20847e-07,0,1.36775e-05,0,4.01909e-05,0,0.00669926,1.45192e-05,5.47102e-06,0,0.00249647,2.94593e-06,0.00204932,6.52313e-06,0.986824,0.0018471
30,1.98717e-07,0,1.29166e-05,0,3.99422e-05,0,0.00671644,1.43076e-05,5.36536e-06,0,0.00248337,2.98076e-06,0.00204559,7.15382e-06,0.986837,0.00183495
31,2.09185e-07,0,1.31786e-05,0,3.93267e-05,0,0.00671295,1.50613e-05,5.4388e-06,0,0.00248051,2.92859e-06,0.00204457,7.32147e-06,0.986845,0.0018333
32,1.99806e-07,0,1.41862e-05,0,3.97615e-05,0,0.00671189,1.61843e-05,5.39477e-06,0,0.00246961,2.79729e-06,0.00204322,7.39283e-06,0.986855,0.00183422
33,2.10335e-07,0,1.40924e-05,0,4.01739e-05,0,0.00671283,1.59854e-05,5.25837e-06,0,0.00246302,2.73435e-06,0.00205076,7.57205e-06,0.986849,0.00183875
34,3.97712e-07,0,1.37211e-05,0,3.91746e-05,0,0.00674042,1.55108e-05,4.9714e-06,0,0.00246283,2.98284e-06,0.00206154,7.55653e-06,0.986814,0.00183643
35,4.18698e-07,0,1.42357e-05,0,3.91482e-05,0,0.00674061,1.50731e-05,5.02437e-06,0,0.00246969,2.72153e-06,0.00205748,7.74591e-06,0.986816,0.0018318
36,3.99495e-07,0,1.37826e-05,0,3.83515e-05,0,0.00674387,1.47813e-05,4.79394e-06,0,0.00246688,2.99621e-06,0.0020584,8.18964e-06,0.98682,0.00182769
37,4.20568e-07,0,1.4089e-05,0,3.86923e-05,0,0.0067476,1.47199e-05,4.83654e-06,0,0.00246053,3.15426e-06,0.00205868,8.41137e-06,0.986822,0.00182716
38,3.976e-07,0,1.35184e-05,0,3.81696e-05,0,0.00676716,1.47112e-05,5.16881e-06,0,0.00244524,3.1808e-06,0.00206872,9.14481e-06,0.986805,0.00182976
39,4.18514e-07,0,1.36017e-05,0,3.8294e-05,0,0.0067772,1.4648e-05,5.02216e-06,0,0.00245123,3.13885e-06,0.00206955,9.2073e-06,0.986794,0.00182367
40,3.99621e-07,0,1.29877e-05,0,3.95625e-05,0,0.00680414,1.55852e-05,4.79545e-06,0,0.00244748,2.79735e-06,0.00207163,9.5909e-06,0.986772,0.00181947
41,2.10327e-07,0,1.32506e-05,0,3.99621e-05,0,0.00680849,1.55642e-05,4.83752e-06,0,0.00244736,2.94458e-06,0.00207403,9.67503e-06,0.986758,0.00182606
42,1.98843e-07,0,1.19306e-05,0,3.99674e-05,0,0.00679566,1.49132e-05,5.16992e-06,0,0.00244796,2.7838e-06,0.00207632,1.05387e-05,0.986773,0.0018216
43,2.09331e-07,0,1.17225e-05,0,4.01915e-05,0,0.00678922,1.54905e-05,5.23326e-06,0,0.00244728,2.7213e-06,0.00208033,1.06759e-05,0.986777,0.00182034
44,1.99744e-07,0,1.23841e-05,0,3.99488e-05,0,0.0067897,1.45813e-05,5.59284e-06,0,0.00245605,2.39693e-06,0.00208133,1.15852e-05,0.986772,0.00181468
45,2.10296e-07,0,1.24075e-05,0,3.97459e-05,0,0.0068016,1.47207e-05,5.46769e-06,0,0.00245415,2.31326e-06,0.00208382,1.17766e-05,0.986765,0.00180918
46,1.98883e-07,0,1.3524e-05,0,4.01744e-05,0,0.00683581,1.5314e-05,6.36426e-06,0,0.00245203,2.78436e-06,0.00207594,1.09386e-05,0.986739,0.00180805
47,2.09366e-07,0,1.36088e-05,0,4.08264e-05,0,0.00684419,1.4865e-05,6.28099e-06,0,0.00245817,2.72176e-06,0.00207859,1.08871e-05,0.986722,0.00180767
48,1.99646e-07,0,1.21784e-05,0,4.05281e-05,0,0.00688678,1.59717e-05,6.38866e-06,0,0.00244546,2.59539e-06,0.0020831,1.05812e-05,0.986698,0.00179801
49,2.10172e-07,0,1.19798e-05,0,3.99327e-05,0,0.00689785,1.59731e-05,6.30516e-06,0,0.00244199,2.31189e-06,0.00207692,1.0929e-05,0.986701,0.00179487
50,1.98952e-07,0,1.2534e-05,0,4.05863e-05,0,0.00688992,1.59162e-05,6.56543e-06,0,0.00243557,2.18848e-06,0.00207607,1.07434e-05,0.986719,0.00179037
51,2.09466e-07,0,1.2149e-05,0,4.12648e-05,0,0.00687635,1.59194e-05,6.28398e-06,0,0.00243483,2.30413e-06,0.00208125,1.02638e-05,0.986726,0.00179324
52,1.9963e-07,0,1.19778e-05,0,3.9926e-05,0,0.00687126,1.69685e-05,5.9889e-06,0,0.00243329,2.59519e-06,0.00208294,1.05804e-05,0.986727,0.00179687
53,2.10163e-07,0,1.1559e-05,0,3.9931e-05,0,0.00686772,1.78639e-05,5.67441e-06,0,0.00243117,2.73212e-06,0.00207978,1.05082e-05,0.986747,0.00178597
54,1.98931e-07,0,1.17369e-05,0,3.99852e-05,0,0.00686531,1.79038e-05,6.56473e-06,0,0.00243054,2.5861e-06,0.00206729,1.01455e-05,0.986759,0.00178899
55,2.09413e-07,0,1.13083e-05,0,3.9579e-05,0,0.00687733,1.78001e-05,6.28239e-06,0,0.0024294,2.51296e-06,0.00206984,9.633e-06,0.986744,0.00179174
56,3.99137e-07,0,1.07767e-05,0,3.99137e-05,0,0.00684101,1.79612e-05,5.98705e-06,0,0.00242555,2.39482e-06,0.00206114,9.37972e-06,0.986802,0.00178354
57,4.20171e-07,0,1.13446e-05,0,3.99162e-05,0,0.00684794,1.80673e-05,5.67231e-06,0,0.00242796,2.52102e-06,0.00205968,9.87401e-06,0.986801,0.00177606
58,3.98061e-07,0,1.15438e-05,0,3.96071e-05,0,0.00684506,1.85099e-05,5.37383e-06,0,0.002424,2.38837e-06,0.00206176,1.05486e-05,0.986816,0.001765
59,4.19038e-07,0,1.19426e-05,0,3.93895e-05,0,0.00683136,1.80186e-05,5.44749e-06,0,0.00242371,2.30471e-06,0.00206083,1.06855e-05,0.986822,0.00177358
60,3.99016e-07,0,1.1771e-05,0,3.93031e-05,0,0.00682916,1.75567e-05,5.78574e-06,0,0.00242103,2.19459e-06,0.00204695,1.01749e-05,0.986842,0.00177363
61,4.19959e-07,0,1.15489e-05,0,3.98961e-05,0,0.00683525,1.78482e-05,6.0894e-06,0,0.00241854,1.88981e-06,0.00205003,9.44907e-06,0.986842,0.00176698
62,5.97313e-07,0,1.21454e-05,0,4.02191e-05,0,0.00685775,1.81185e-05,6.37134e-06,0,0.0024227,1.79194e-06,0.00204699,8.95969e-06,0.986827,0.00175769
63,6.28524e-07,0,1.17324e-05,0,4.02255e-05,0,0.00685385,1.86462e-05,6.49475e-06,0,0.0024194,1.88557e-06,0.00205087,9.00884e-06,0.986836,0.0017517
64,5.98632e-07,0,1.17731e-05,0,4.1106e-05,0,0.0068236,1.89567e-05,5.98632e-06,0,0.00241069,1.99544e-06,0.00204173,8.77993e-06,0.986877,0.00175778
65,6.30292e-07,0,1.17655e-05,0,4.20195e-05,0,0.00682396,1.95391e-05,5.88273e-06,0,0.0024094,1.89088e-06,0.00203563,9.03419e-06,0.986878,0.00176251
66,5.96895e-07,0,1.1142e-05,0,4.11857e-05,0,0.00683186,2.10903e-05,6.16791e-06,0,0.00240111,1.98965e-06,0.00203302,8.95342e-06,0.986878,0.00176462
67,6.28292e-07,0,1.13093e-05,0,4.0839e-05,0,0.00683184,2.13619e-05,6.07349e-06,0,0.00240154,1.88488e-06,0.0020342,8.58666e-06,0.986883,0.00175922
68,5.98982e-07,0,1.1181e-05,0,3.99321e-05,1.99661e-07,0.00684657,2.15634e-05,6.38914e-06,0,0.00240771,1.59729e-06,0.00202097,8.78507e-06,0.986883,0.00175122
69,6.30455e-07,0,1.05076e-05,0,3.97186e-05,2.10152e-07,0.00683329,2.12253e-05,6.30455e-06,0,0.00241149,1.47106e-06,0.00201725,8.82637e-06,0.986896,0.00175287
70,3.97839e-07,0,1.05427e-05,0,4.09774e-05,1.98919e-07,0.00681756,1.98919e-05,6.1665e-06,0,0.00240135,1.79027e-06,0.00201267,9.74705e-06,0.986932,0.00174691
71,4.18812e-07,0,1.10985e-05,0,4.04154e-05,2.09406e-07,0.00681952,2.0103e-05,6.28218e-06,0,0.00240545,1.88465e-06,0.00201386,1.00515e-05,0.986916,0.00175461
72,3.9924e-07,0,1.09791e-05,0,4.13214e-05,1.9962e-07,0.00681164,2.03613e-05,5.58937e-06,0,0.00241261,1.79658e-06,0.00200578,9.38215e-06,0.986915,0.00176484
73,4.20308e-07,0,1.0928e-05,0,4.18206e-05,2.10154e-07,0.00679659,2.08052e-05,5.67416e-06,0,0.00240311,1.89139e-06,0.00199268,9.45693e-06,0.986953,0.00176319
74,3.97933e-07,0,1.05452e-05,0,4.09871e-05,1.98967e-07,0.00680188,2.10905e-05,6.16797e-06,0,0.00240073,1.98967e-06,0.00199723,1.01473e-05,0.986928,0.00178035
75,4.18909e-07,0,1.02633e-05,0,4.00058e-05,2.09454e-07,0.0068167,2.15738e-05,6.07418e-06,0,0.00239825,2.09454e-06,0.00199631,1.04727e-05,0.986919,0.00177911
76,1.99548e-07,0,1.0177e-05,0,4.09074e-05,1.99548e-07,0.00680838,2.23494e-05,5.18825e-06,0,0.00240855,2.19503e-06,0.00199349,1.0177e-05,0.98692,0.00177857
77,2.10043e-07,0,1.00821e-05,0,4.09584e-05,2.10043e-07,0.00681296,2.26847e-05,5.46112e-06,0,0.00241045,2.31047e-06,0.00199457,1.02921e-05,0.986905,0.00178432
78,1.9907e-07,0,1.01526e-05,0,4.31982e-05,3.9814e-07,0.00680103,2.32912e-05,5.9721e-06,0,0.00240118,2.38884e-06,0.00199468,1.01526e-05,0.986927,0.00178008
79,2.09556e-07,0,1.00587e-05,0,4.35877e-05,4.19113e-07,0.00678502,2.32608e-05,6.07714e-06,0,0.00239397,2.30512e-06,0.00199414,1.04778e-05,0.986946,0.00178458
80,1.9952e-07,0,9.77647e-06,0,4.38943e-05,3.9904e-07,0.00677968,2.494e-05,5.98559e-06,0,0.00240242,2.19472e-06,0.00200019,1.11731e-05,0.986949,0.00177054
81,2.10024e-07,0,9.24105e-06,0,4.4315e-05,4.20048e-07,0.00677348,2.43628e-05,5.67064e-06,0,0.00239532,2.31026e-06,0.00199817,1.17613e-05,0.98696,0.00177428
82,1.99072e-07,0,9.1573e-06,0,4.29995e-05,5.97215e-07,0.00676167,2.32914e-05,5.57401e-06,0,0.00240319,2.18979e-06,0.00201481,1.19443e-05,0.986942,0.00178269
83,2.09546e-07,0,9.22002e-06,0,4.35855e-05,6.28638e-07,0.00675785,2.28405e-05,5.65774e-06,0,0.00240936,2.09546e-06,0.00200347,1.19441e-05,0.986952,0.00178156
84,1.99575e-07,0,1.01783e-05,0,4.53036e-05,5.98726e-07,0.00676102,2.29512e-05,5.58811e-06,0,0.00240249,1.99575e-06,0.00200833,1.07771e-05,0.986955,0.00177542
85,2.10104e-07,0,9.45469e-06,0,4.37017e-05,4.20208e-07,0.0067622,2.24811e-05,5.67281e-06,0,0.00240359,2.10104e-06,0.00200691,1.11355e-05,0.986953,0.00177937
86,1.99016e-07,0,9.35376e-06,0,4.49777e-05,3.98032e-07,0.00676098,2.06977e-05,4.97541e-06,0,0.00239337,1.99016e-06,0.00201365,1.1941e-05,0.986953,0.00178458
87,2.09551e-07,0,9.42981e-06,0,4.54727e-05,4.19103e-07,0.00675091,1.99074e-05,4.81968e-06,0,0.00240314,2.09551e-06,0.00201609,1.08967e-05,0.986952,0.00178454
88,1.99475e-07,0,8.97637e-06,0,4.62782e-05,3.9895e-07,0.0067618,1.91496e-05,4.58792e-06,0,0.00239869,1.99475e-06,0.00202268,1.07716e-05,0.986952,0.00177273
89,2.10002e-07,0,7.98007e-06,0,4.51504e-05,4.20004e-07,0.00676416,1.86902e-05,4.41004e-06,0,0.00239969,2.10002e-06,0.00202547,1.02901e-05,0.986945,0.0017762
90,1.99025e-07,0,7.76197e-06,0,4.37855e-05,5.97075e-07,0.00679272,1.93054e-05,4.17952e-06,0,0.00239347,2.18927e-06,0.00201612,9.35417e-06,0.986934,0.0017759
91,2.09535e-07,0,7.96232e-06,0,4.27451e-05,6.28604e-07,0.0067774,2.01153e-05,4.40023e-06,0,0.00239708,1.67628e-06,0.00201321,9.42906e-06,0.986946,0.00177895
92,1.99539e-07,0,8.1811e-06,0,4.09055e-05,3.99078e-07,0.00678931,2.05525e-05,4.38986e-06,0,0.00238669,1.59631e-06,0.00200357,9.17879e-06,0.986962,0.0017729
93,2.1003e-07,0,7.7711e-06,0,4.07458e-05,4.2006e-07,0.00679866,2.05829e-05,4.41062e-06,0,0.00238615,1.47021e-06,0.00201209,9.24131e-06,0.986947,0.00177118
94,1.99107e-07,0,8.16337e-06,0,4.24097e-05,7.96426e-07,0.00679571,1.93133e-05,4.18124e-06,0,0.00236778,1.19464e-06,0.00200699,9.1589e-06,0.986958,0.00178619
95,2.09599e-07,0,7.96475e-06,0,4.2339e-05,6.28796e-07,0.00678492,1.97023e-05,4.19198e-06,0,0.00237559,1.04799e-06,0.00201194,9.22235e-06,0.986964,0.00177803
96,1.99473e-07,0,8.57734e-06,0,4.32856e-05,5.98419e-07,0.00677789,1.95484e-05,5.38577e-06,0,0.00237592,1.39631e-06,0.0020075,9.57471e-06,0.986981,0.00176893
97,2.09995e-07,0,8.81978e-06,0,4.32589e-05,6.29984e-07,0.00678703,1.95295e-05,5.66986e-06,0,0.00237525,1.25997e-06,0.00201553,9.65976e-06,0.986968,0.00176543
98,1.99121e-07,0,8.5622e-06,0,4.2811e-05,5.97363e-07,0.00679998,1.9713e-05,5.37626e-06,0,0.00238248,2.38945e-06,0.00201232,9.5578e-06,0.986962,0.00175406
99,2.09615e-07,0,9.01345e-06,0,4.27615e-05,6.28845e-07,0.00680934,1.99134e-05,5.03076e-06,0,0.00238227,1.88654e-06,0.00201796,9.43268e-06,0.986945,0.00175699
100,1.9949e-07,0,8.77755e-06,0,4.30898e-05,5.98469e-07,0.00683213,2.05475e-05,4.78776e-06,0,0.00238311,1.59592e-06,0.00201624,9.57551e-06,0.98692,0.0017589
101,2.09952e-07,0,8.18814e-06,0,4.19905e-05,2.09952e-07,0.0068266,1.95256e-05,4.8289e-06,0,0.00238191,1.67962e-06,0.0020147,9.86776e-06,0.986927,0.00176318
102,1.99103e-07,0,8.16324e-06,0,4.18117e-05,3.98207e-07,0.00682228,1.9313e-05,4.97758e-06,0,0.0023763,1.59283e-06,0.00201154,1.01543e-05,0.986939,0.00176406
103,2.09593e-07,0,7.96455e-06,0,4.25475e-05,4.19187e-07,0.00682436,1.92826e-05,4.82065e-06,0,0.00237847,1.67675e-06,0.00200791,1.04797e-05,0.986939,0.00176268
104,0,0,7.38075e-06,0,4.22897e-05,3.9896e-07,0.00683218,1.91501e-05,4.78752e-06,0,0.00237042,2.19428e-06,0.00201255,9.97399e-06,0.98695,0.00174864
105,0,0,7.13862e-06,0,4.24118e-05,4.19919e-07,0.00682054,1.84764e-05,4.61911e-06,0,0.00236645,2.0996e-06,0.00201267,1.0288e-05,0.986963,0.0017519
106,0,0,6.96979e-06,0,4.46067e-05,3.98274e-07,0.0068053,1.8918e-05,4.97842e-06,0,0.00235459,2.38964e-06,0.00201527,1.05543e-05,0.986978,0.00175818
107,0,0,7.12597e-06,0,4.38038e-05,4.19175e-07,0.00680153,1.86533e-05,4.61092e-06,0,0.00235744,2.30546e-06,0.00201791,1.0689e-05,0.986971,0.00176473
108,0,0,6.78076e-06,0,4.32772e-05,3.98868e-07,0.00681905,1.89462e-05,4.58698e-06,0,0.00235591,2.99151e-06,0.00201727,1.09689e-05,0.986954,0.00176559
109,0,0,6.29845e-06,0,4.24096e-05,2.09948e-07,0.00683634,1.86854e-05,4.19897e-06,0,0.00234827,2.72933e-06,0.00201718,1.09173e-05,0.986944,0.0017684
110,0,0,6.77214e-06,0,4.04336e-05,1.99181e-07,0.00682253,1.75279e-05,4.18279e-06,0,0.00234097,2.78853e-06,0.00200754,1.15525e-05,0.986976,0.00176992
111,0,0,6.91871e-06,0,4.04639e-05,2.09658e-07,0.00683358,1.82402e-05,4.40281e-06,0,0.00234418,2.72555e-06,0.00200139,1.09022e-05,0.986965,0.00177161
112,0,0,7.17827e-06,0,4.02781e-05,0,0.00682973,1.81451e-05,4.18732e-06,0,0.00235527,2.79155e-06,0.00200334,1.17644e-05,0.986956,0.00177144
113,0,0,6.92625e-06,0,4.0718e-05,0,0.00681334,1.847e-05,3.77796e-06,0,0.00235577,2.51864e-06,0.00200442,1.19635e-05,0.986972,0.00176976
114,0,0,7.17013e-06,0,4.18257e-05,0,0.00681202,1.79253e-05,3.58506e-06,0,0.00236574,2.39004e-06,0.00200027,1.23486e-05,0.986961,0.001776
115,0,0,7.1295e-06,0,4.21479e-05,0,0.00682691,1.82431e-05,3.56475e-06,0,0.00236322,2.09691e-06,0.0020015,1.19524e-05,0.986947,0.00177671
116,0,0,7.17816e-06,0,4.38665e-05,0,0.00681287,1.89424e-05,3.19029e-06,0,0.00236879,1.99393e-06,0.00199393,1.27612e-05,0.98697,0.00176663
117,0,0,7.34655e-06,0,4.36595e-05,0,0.00681298,1.86812e-05,2.93862e-06,0,0.00236748,2.09902e-06,0.00199763,1.25941e-05,0.986959,0.00177556
118,0,0,7.76688e-06,0,4.54064e-05,0,0.00680319,1.93176e-05,3.18641e-06,0,0.00235675,2.38981e-06,0.00197299,1.29448e-05,0.987006,0.00177045
119,0,0,7.96458e-06,0,4.56915e-05,0,0.00678373,1.97019e-05,3.14391e-06,0,0.00235668,2.09594e-06,0.00197249,1.27852e-05,0.98702,0.00177568
120,0,0,7.77909e-06,0,4.44804e-05,0,0.00677738,1.95475e-05,3.19142e-06,0,0.00235607,1.99464e-06,0.00197948,1.23668e-05,0.987027,0.00177024
121,0,0,7.9799e-06,0,4.57794e-05,0,0.00677052,2.03697e-05,3.35996e-06,0,0.00235596,1.88998e-06,0.00198006,1.21798e-05,0.987027,0.00177448
122,0,0,7.963e-06,0,4.43937e-05,0,0.00676178,2.05047e-05,3.78242e-06,0,0.00236879,1.79167e-06,0.00197263,1.15463e-05,0.987041,0.00176619
123,0,0,7.75346e-06,0,4.3587e-05,0,0.00677003,2.09553e-05,3.77195e-06,0,0.00236166,1.88598e-06,0.00196561,1.06872e-05,0.987042,0.00177177
124,0,0,7.98193e-06,0,4.39006e-05,0,0.00676588,2.13517e-05,3.99096e-06,0,0.00234908,1.99548e-06,0.00196715,1.0177e-05,0.987045,0.00178376
125,0,0,7.98231e-06,0,4.28524e-05,0,0.00675577,2.12161e-05,3.99116e-06,0,0.00235625,1.89055e-06,0.00197079,1.0503e-05,0.987043,0.00178573
126,0,0,8.95756e-06,0,4.23991e-05,0,0.00673927,2.14982e-05,4.57831e-06,0,0.00234031,1.99057e-06,0.00197464,1.09481e-05,0.987075,0.00178076
127,0,0,9.01009e-06,0,4.19074e-05,0,0.00674144,2.17919e-05,4.60982e-06,0,0.00232628,2.09537e-06,0.00197992,1.08959e-05,0.98708,0.0017819
128,0,0,9.17831e-06,0,4.11028e-05,0,0.00675463,2.27462e-05,5.18774e-06,0,0.00233827,1.99528e-06,0.00197314,1.0575e-05,0.987065,0.0017782
129,0,0,9.66148e-06,0,4.09563e-05,0,0.00675968,2.26835e-05,5.25081e-06,0,0.00234186,1.89029e-06,0.00197955,1.05016e-05,0.987048,0.00177981
130,0,0,9.95492e-06,0,4.10143e-05,0,0.00672814,2.34936e-05,5.17656e-06,0,0.00233124,1.79189e-06,0.00197904,1.07513e-05,0.987093,0.00177616
131,0,0,1.00601e-05,0,3.89829e-05,0,0.00673587,2.41023e-05,4.82047e-06,0,0.00232933,1.88627e-06,0.00197639,1.06889e-05,0.987093,0.00177519
132,0,0,9.77473e-06,0,3.94979e-05,0,0.00672063,2.5135e-05,4.58814e-06,0,0.00233816,1.79536e-06,0.00196871,1.03732e-05,0.987093,0.00178818
133,0,0,9.02966e-06,0,3.98985e-05,0,0.00674158,2.5829e-05,4.82982e-06,0,0.00233532,1.67994e-06,0.00196784,9.86963e-06,0.98708,0.00178367
134,0,0,9.359e-06,0,3.80334e-05,0,0.00674326,2.66831e-05,4.97819e-06,0,0.00233955,1.99128e-06,0.00196718,9.15987e-06,0.987078,0.0017814
135,0,0,9.01483e-06,0,3.83654e-05,0,0.00674875,2.68348e-05,5.03153e-06,0,0.00234302,2.09647e-06,0.00197299,9.22448e-06,0.987061,0.00178389
136,0,0,9.97006e-06,0,3.68892e-05,0,0.00673318,2.69192e-05,4.78563e-06,0,0.00235134,2.39281e-06,0.00196988,8.37485e-06,0.987061,0.00179501
137,0,0,1.00754e-05,0,3.82024e-05,0,0.00673244,2.68676e-05,5.03768e-06,0,0.0023484,2.30894e-06,0.00198317,8.39613e-06,0.98705,0.00179488
138,0,0,1.01578e-05,0,3.7843e-05,0,0.0067468,2.68884e-05,4.78016e-06,0,0.00234547,2.19091e-06,0.00198436,8.36528e-06,0.987042,0.00179137
139,0,0,1.00635e-05,0,3.75286e-05,0,0.0067476,2.64168e-05,5.03176e-06,0,0.00234669,2.30623e-06,0.0019886,8.17662e-06,0.987041,0.00178691
140,0,0,9.77456e-06,0,3.69039e-05,0,0.00677217,2.67304e-05,4.98702e-06,0,0.00235946,1.59585e-06,0.00197406,7.77975e-06,0.987024,0.00178256
141,0,0,9.86863e-06,0,3.67449e-05,0,0.00678437,2.58264e-05,5.24927e-06,0,0.0023544,1.25983e-06,0.00196659,7.55895e-06,0.98702,0.00178832
142,0,0,1.03543e-05,0,3.6439e-05,0,0.00676113,2.60848e-05,5.57537e-06,0,0.0023546,1.19472e-06,0.00196153,7.36745e-06,0.987038,0.00179786
143,0,0,1.04804e-05,0,3.6891e-05,0,0.00676511,2.64106e-05,5.24021e-06,0,0.00235034,1.25765e-06,0.00196214,7.33629e-06,0.987042,0.00179278
144,0,0,9.77316e-06,0,3.63003e-05,0,0.00676123,2.83222e-05,5.18576e-06,0,0.0023663,1.39617e-06,0.00196261,6.98083e-06,0.987028,0.00179348
145,0,0,1.00773e-05,0,3.52706e-05,0,0.00675704,2.79225e-05,5.03865e-06,0,0.00236061,1.46961e-06,0.00196276,6.92814e-06,0.987038,0.0017946
