generation,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv
160,0,0,8.99E-06,0,2.76E-05,0,0.00660979,6.99E-06,5.20E-06,0,0.00246681,2.20E-06,0.00201933,8.59E-06,0.987011,0.00183387
161,0,0,9.05E-06,0,2.80E-05,0,0.00661615,7.36E-06,5.47E-06,0,0.00247314,2.31E-06,0.00202438,8.21E-06,0.986989,0.00183671
162,0,0,1.05E-05,0,2.80E-05,0,0.00663739,6.95E-06,5.37E-06,0,0.00246284,2.58E-06,0.00201653,7.15E-06,0.986984,0.00183829
163,0,0,1.11E-05,0,2.84E-05,0,0.00663208,6.90E-06,5.65E-06,0,0.00245806,2.51E-06,0.00201903,6.90E-06,0.986989,0.00184041
164,0,0,1.14E-05,0,2.92E-05,0,0.00663234,8.00E-06,5.80E-06,0,0.00246139,2.60E-06,0.00201461,7.00E-06,0.986996,0.0018317
165,0,0,1.16E-05,0,2.93E-05,0,0.00662369,7.58E-06,5.89E-06,0,0.00245363,2.53E-06,0.00201484,6.52E-06,0.987013,0.00183196
166,0,0,1.09E-05,0,2.94E-05,0,0.0066078,7.55E-06,5.56E-06,0,0.00247648,3.18E-06,0.00201997,6.75E-06,0.987003,0.00182985
167,0,0,1.11E-05,0,2.93E-05,0,0.00660692,7.53E-06,5.86E-06,0,0.00247945,3.35E-06,0.00202568,7.11E-06,0.986993,0.00183037
168,0,0,1.06E-05,0,2.76E-05,0,0.00661336,8.00E-06,6.60E-06,0,0.00246204,3.80E-06,0.00202158,7.80E-06,0.986997,0.00184163
169,0,0,1.07E-05,0,2.74E-05,0,0.00660755,8.00E-06,6.94E-06,0,0.00246452,4.00E-06,0.00201964,8.00E-06,0.987009,0.00183403
170,0,0,1.09E-05,0,2.84E-05,0,0.00659713,7.75E-06,6.36E-06,0,0.00247532,4.17E-06,0.0020316,7.75E-06,0.986984,0.0018468
171,0,0,1.09E-05,0,2.87E-05,0,0.00658103,7.95E-06,5.86E-06,0,0.00247479,4.18E-06,0.00203168,7.53E-06,0.987004,0.00184338
172,0,0,1.10E-05,0,2.86E-05,0,0.0065868,8.59E-06,5.40E-06,0,0.00247395,4.20E-06,0.00203044,7.99E-06,0.987001,0.00184177
173,0,0,1.09E-05,0,2.90E-05,0,0.00657992,8.63E-06,5.47E-06,0,0.00246868,4.42E-06,0.00203605,7.15E-06,0.987017,0.00183236
174,0,0,1.19E-05,0,2.88E-05,0,0.00659425,8.54E-06,4.77E-06,0,0.00246547,4.17E-06,0.00203261,7.55E-06,0.986999,0.00184309
175,0,0,1.15E-05,0,2.91E-05,0,0.006594,8.78E-06,4.60E-06,0,0.00246687,4.39E-06,0.00202414,7.11E-06,0.987005,0.0018445
176,0,0,1.12E-05,0,2.94E-05,0,0.00658294,8.99E-06,4.60E-06,0,0.00246168,3.80E-06,0.00202466,6.79E-06,0.987014,0.00185241
177,0,0,1.12E-05,0,2.92E-05,0,0.00657407,9.26E-06,4.63E-06,0,0.00246691,4.00E-06,0.00202002,6.73E-06,0.987022,0.00185192
178,0,0,1.19E-05,0,2.84E-05,0,0.00657682,9.34E-06,4.57E-06,0,0.00246437,3.58E-06,0.00202442,6.16E-06,0.987021,0.00184907
179,0,0,1.17E-05,0,2.87E-05,0,0.00658479,9.42E-06,4.81E-06,0,0.00246896,3.56E-06,0.00201983,6.49E-06,0.987012,0.00184968
180,0,0,1.20E-05,0,2.84E-05,0,0.00659618,9.99E-06,4.80E-06,0,0.00245905,3.40E-06,0.0020172,6.79E-06,0.987012,0.00184994
181,0,0,1.20E-05,0,2.84E-05,0,0.00659102,9.89E-06,4.84E-06,0,0.00245814,2.95E-06,0.00201427,6.94E-06,0.987023,0.00184871
182,0,0,1.09E-05,0,2.72E-05,0,0.0065846,1.07E-05,4.37E-06,0,0.00245101,2.78E-06,0.00200685,7.75E-06,0.987056,0.00183766
183,0,0,1.09E-05,0,2.76E-05,0,0.00658286,1.07E-05,4.40E-06,0,0.00244455,2.93E-06,0.00200374,7.95E-06,0.98707,0.00183441
184,0,0,1.14E-05,0,2.84E-05,0,0.00659555,1.06E-05,4.79E-06,0,0.00243839,3.00E-06,0.00200186,8.39E-06,0.987053,0.00184443
185,0,0,1.18E-05,0,2.94E-05,0,0.0066096,1.09E-05,4.21E-06,0,0.00244332,3.15E-06,0.00199891,8.62E-06,0.987036,0.00184411
186,0,0,1.15E-05,0,2.84E-05,0,0.00662197,1.07E-05,3.98E-06,0,0.00243264,3.18E-06,0.00201017,8.55E-06,0.987029,0.00183979
187,0,0,1.13E-05,0,2.85E-05,0,0.00662134,1.09E-05,3.98E-06,0,0.00243388,3.14E-06,0.0020072,8.16E-06,0.987026,0.00184565
188,0,0,1.10E-05,0,3.02E-05,0,0.00664231,9.79E-06,3.80E-06,0,0.00245133,3.00E-06,0.00200338,7.59E-06,0.986996,0.00184174
189,0,0,1.11E-05,0,3.01E-05,0,0.0066453,9.88E-06,4.00E-06,0,0.00244932,2.52E-06,0.00200913,7.36E-06,0.986987,0.00184404
190,0,0,1.15E-05,0,3.02E-05,0,0.00664238,9.54E-06,3.78E-06,0,0.00243356,2.58E-06,0.002022,7.36E-06,0.986999,0.0018377
191,0,0,1.13E-05,0,2.99E-05,0,0.00664034,9.42E-06,3.98E-06,0,0.00243686,2.72E-06,0.00202639,7.33E-06,0.986995,0.00183633
192,0,0,1.14E-05,0,2.96E-05,0,0.00664441,9.79E-06,3.79E-06,0,0.00244362,2.60E-06,0.00201841,6.79E-06,0.987002,0.00182767
193,0,0,1.14E-05,0,2.96E-05,0,0.00664223,9.67E-06,3.99E-06,0,0.00244403,2.52E-06,0.00201805,7.15E-06,0.986997,0.0018347
194,0,0,1.07E-05,0,2.96E-05,0,0.00663996,9.95E-06,3.58E-06,0,0.00243377,2.59E-06,0.00202582,7.16E-06,0.986997,0.00183985
195,0,0,1.03E-05,0,2.93E-05,0,0.00663348,9.84E-06,3.77E-06,0,0.00243819,2.51E-06,0.00202677,7.12E-06,0.986993,0.00184608
196,0,0,1.04E-05,0,2.96E-05,0,0.00660313,1.02E-05,4.19E-06,0,0.00243339,2.60E-06,0.00203285,6.79E-06,0.987027,0.00184017
197,0,0,1.01E-05,0,3.03E-05,0,0.00660601,1.01E-05,4.20E-06,0,0.00243301,2.52E-06,0.00202586,6.52E-06,0.987029,0.00184257
198,0,0,1.05E-05,0,3.14E-05,0,0.00659777,1.11E-05,4.18E-06,0,0.00243796,2.59E-06,0.00203276,6.56E-06,0.987021,0.00184438
199,0,0,1.01E-05,0,3.22E-05,0,0.00661451,1.07E-05,4.40E-06,0,0.00243566,2.72E-06,0.00202776,6.70E-06,0.987014,0.00184161
200,0,0,1.04E-05,0,3.09E-05,0,0.00660322,1.12E-05,3.99E-06,0,0.00244421,2.80E-06,0.00202949,7.39E-06,0.987018,0.0018388
201,0,0,1.09E-05,0,3.09E-05,0,0.00659855,1.05E-05,4.20E-06,0,0.00245023,2.94E-06,0.00202981,6.94E-06,0.987017,0.00183767
202,0,0,1.07E-05,0,3.12E-05,0,0.00662037,1.07E-05,4.38E-06,0,0.00245693,2.79E-06,0.00202264,6.96E-06,0.987007,0.00182608
203,0,0,1.07E-05,0,3.14E-05,0,0.00660513,1.05E-05,4.61E-06,0,0.00245813,2.93E-06,0.00203172,6.91E-06,0.987012,0.00182564
204,0,0,1.06E-05,0,3.03E-05,0,0.00660414,1.02E-05,5.19E-06,0,0.00245437,3.39E-06,0.00203237,6.99E-06,0.987023,0.00181957
205,0,0,1.07E-05,0,3.01E-05,0,0.00659984,1.07E-05,4.83E-06,0,0.00245605,3.36E-06,0.00203449,7.15E-06,0.987025,0.0018174
206,0,0,1.09E-05,0,2.88E-05,0,0.00661144,1.05E-05,6.17E-06,0,0.0024687,3.58E-06,0.00202482,7.56E-06,0.987008,0.00181969
207,0,0,1.15E-05,0,2.85E-05,0,0.00662441,1.09E-05,5.86E-06,0,0.00246373,3.56E-06,0.00203059,7.33E-06,0.98699,0.00182366
208,0,0,1.12E-05,0,2.83E-05,0,0.00664454,1.16E-05,5.79E-06,0,0.00247336,2.79E-06,0.0020288,7.19E-06,0.986968,0.00181819
209,0,0,1.11E-05,0,2.80E-05,0,0.00665385,1.20E-05,5.88E-06,0,0.00246719,2.94E-06,0.00203428,6.94E-06,0.986955,0.00182307
210,0,0,1.13E-05,0,2.90E-05,0,0.00665231,1.19E-05,6.37E-06,0,0.00246741,2.78E-06,0.00203357,7.16E-06,0.986958,0.00181973
211,0,0,1.09E-05,0,2.89E-05,0,0.0066608,1.19E-05,6.70E-06,0,0.00247681,2.93E-06,0.00203074,7.54E-06,0.986947,0.00181609
212,0,0,1.12E-05,0,3.03E-05,0,0.00663666,1.32E-05,6.19E-06,0,0.0024729,2.99E-06,0.0020192,7.19E-06,0.98698,0.00182
213,0,0,1.13E-05,0,3.05E-05,0,0.00664433,1.32E-05,6.30E-06,0,0.00247973,3.15E-06,0.00202105,7.35E-06,0.986954,0.0018288
214,0,0,1.07E-05,0,3.24E-05,0,0.00665129,1.19E-05,5.77E-06,0,0.00247665,3.18E-06,0.00202235,7.16E-06,0.986941,0.00183729
215,0,0,1.07E-05,0,3.25E-05,0,0.00665406,1.19E-05,5.66E-06,0,0.00248137,3.14E-06,0.00203261,7.33E-06,0.986916,0.00184426
216,0,0,1.04E-05,0,3.21E-05,0,0.00665722,1.26E-05,5.99E-06,0,0.00249212,2.99E-06,0.00203465,6.99E-06,0.986902,0.00184344
217,0,0,1.05E-05,0,3.21E-05,0,0.00665871,1.28E-05,5.88E-06,0,0.00249885,2.73E-06,0.00203056,7.14E-06,0.986898,0.00184315
218,0,0,1.17E-05,0,3.24E-05,0,0.00665742,1.31E-05,5.77E-06,0,0.00250223,2.79E-06,0.00204755,7.36E-06,0.986866,0.00185394
219,0,0,1.17E-05,0,3.23E-05,0,0.00666642,1.30E-05,5.66E-06,0,0.00249189,2.72E-06,0.00204745,7.12E-06,0.986865,0.00185635
220,0,0,1.14E-05,0,3.41E-05,0,0.00666351,1.38E-05,6.19E-06,0,0.00249495,2.59E-06,0.00204366,8.18E-06,0.98686,0.00186123
221,0,0,1.11E-05,0,3.38E-05,0,0.00665878,1.37E-05,6.30E-06,0,0.00249754,2.52E-06,0.00204942,7.35E-06,0.986866,0.0018532
222,0,0,1.09E-05,0,3.30E-05,0,0.00667135,1.31E-05,6.37E-06,0,0.00248541,2.79E-06,0.00205018,7.16E-06,0.98685,0.00186968
223,0,0,1.13E-05,0,3.29E-05,0,0.00668112,1.26E-05,6.08E-06,0,0.00249026,2.93E-06,0.00204337,7.12E-06,0.986832,0.00188058
224,0,0,1.16E-05,0,3.45E-05,0,0.00667297,1.28E-05,6.19E-06,0,0.00248914,3.19E-06,0.00204911,7.38E-06,0.986826,0.00188746
225,0,0,1.20E-05,0,3.42E-05,0,0.00668817,1.32E-05,6.30E-06,0,0.00248627,3.36E-06,0.00205337,7.56E-06,0.986811,0.00188429
226,0,0,1.27E-05,0,3.30E-05,0,0.00668371,1.31E-05,6.37E-06,0,0.0024949,3.38E-06,0.00204703,6.97E-06,0.986815,0.00188381
227,0,0,1.32E-05,0,3.27E-05,0,0.00667396,1.28E-05,6.50E-06,0,0.00250603,3.35E-06,0.00204405,6.91E-06,0.986817,0.00188335
228,0,0,1.36E-05,0,3.31E-05,0,0.00667969,1.34E-05,5.99E-06,0,0.00250104,3.19E-06,0.00205231,6.78E-06,0.986803,0.0018875
229,0,0,1.37E-05,0,3.32E-05,0,0.00667873,1.28E-05,6.09E-06,0,0.0025097,2.94E-06,0.00204923,6.51E-06,0.986803,0.0018839
230,0,0,1.29E-05,0,3.44E-05,0,0.00666375,1.29E-05,5.37E-06,0,0.00250003,3.18E-06,0.00204217,6.57E-06,0.986834,0.00188437
231,0,0,1.30E-05,0,3.41E-05,0,0.00666046,1.28E-05,5.66E-06,0,0.00250343,3.14E-06,0.00204364,6.91E-06,0.986831,0.0018859
232,0,0,1.36E-05,0,3.31E-05,0,0.00665169,1.20E-05,6.39E-06,0,0.00249506,2.99E-06,0.00204647,7.19E-06,0.986852,0.00187978
233,0,0,1.35E-05,0,3.28E-05,0,0.00664177,1.11E-05,6.10E-06,0,0.00250146,3.15E-06,0.00204661,7.15E-06,0.986859,0.00187741
234,0,0,1.35E-05,0,3.34E-05,0,0.0066445,1.01E-05,6.36E-06,0,0.00251672,3.38E-06,0.00203863,6.56E-06,0.986837,0.00188948
235,0,0,1.36E-05,0,3.20E-05,0,0.00663805,9.21E-06,6.49E-06,0,0.0025139,3.56E-06,0.00204219,6.91E-06,0.986838,0.00189626
236,0,0,1.40E-05,0,3.42E-05,0,0.0066446,9.39E-06,5.99E-06,0,0.00252974,3.20E-06,0.00203326,6.79E-06,0.986828,0.00189087
237,0,0,1.41E-05,0,3.43E-05,0,0.00665441,9.67E-06,6.10E-06,0,0.00252562,3.36E-06,0.00203601,6.73E-06,0.986823,0.00188654
238,0,0,1.37E-05,0,3.36E-05,0,0.00664378,9.55E-06,6.17E-06,0,0.00252923,3.18E-06,0.00203778,7.36E-06,0.98684,0.00187529
239,0,0,1.38E-05,0,3.46E-05,0,0.0066469,9.84E-06,6.28E-06,0,0.00252248,2.93E-06,0.00203855,7.75E-06,0.986844,0.00187291
240,0,0,1.34E-05,0,3.71E-05,0,0.00664051,9.78E-06,5.99E-06,0,0.002526,3.19E-06,0.00205366,7.39E-06,0.98683,0.00187259
241,0,0,1.34E-05,0,3.70E-05,0,0.00665766,9.88E-06,6.09E-06,0,0.00252615,3.15E-06,0.00205903,7.77E-06,0.98681,0.00186971
242,0,0,1.39E-05,0,3.62E-05,0,0.00666447,9.36E-06,5.97E-06,0,0.00252053,3.18E-06,0.00205376,7.76E-06,0.986824,0.00186108
243,0,0,1.42E-05,0,3.56E-05,0,0.00666663,9.01E-06,6.08E-06,0,0.00251523,3.35E-06,0.00205192,7.96E-06,0.986832,0.00185745
244,0,0,1.42E-05,0,3.59E-05,0,0.00666066,8.78E-06,6.38E-06,0,0.00251181,3.59E-06,0.00205457,7.78E-06,0.986852,0.00184471
245,0,0,1.45E-05,0,3.63E-05,0,0.00665084,8.82E-06,6.51E-06,0,0.00250451,3.57E-06,0.002053,7.77E-06,0.986871,0.00184321
246,0,0,1.35E-05,0,3.62E-05,0,0.006667,8.96E-06,5.77E-06,0,0.00250625,3.19E-06,0.00204713,8.36E-06,0.986844,0.00185918
247,0,0,1.38E-05,0,3.65E-05,0,0.00667188,9.22E-06,5.66E-06,0,0.00250324,2.73E-06,0.00205173,8.59E-06,0.986837,0.0018593
248,0,0,1.44E-05,0,3.63E-05,0,0.00671015,9.17E-06,5.39E-06,0,0.00249195,2.79E-06,0.00205615,7.78E-06,0.986804,0.00186228
249,0,0,1.47E-05,0,3.61E-05,0,0.00671317,9.24E-06,5.46E-06,0,0.00249456,2.73E-06,0.00205241,7.98E-06,0.986798,0.00186577
250,0,0,1.47E-05,0,3.76E-05,0,0.00671036,9.56E-06,5.77E-06,0,0.00250401,3.39E-06,0.00205299,8.36E-06,0.986798,0.00185546
251,0,0,1.49E-05,0,3.73E-05,0,0.00669735,9.85E-06,5.87E-06,0,0.00249613,3.56E-06,0.0020524,8.80E-06,0.986817,0.00185706
252,0,0,1.54E-05,0,3.85E-05,0,0.00669137,9.57E-06,5.98E-06,0,0.00252434,3.59E-06,0.00204293,9.17E-06,0.986812,0.00184749
253,0,0,1.53E-05,0,3.84E-05,0,0.00669136,9.87E-06,6.09E-06,0,0.00251929,3.36E-06,0.00204772,9.45E-06,0.986811,0.00184763
254,0,0,1.45E-05,0,3.72E-05,0,0.00670143,9.76E-06,5.97E-06,0,0.00251214,2.99E-06,0.00203759,8.76E-06,0.986819,0.0018506
255,0,0,1.47E-05,0,3.73E-05,0,0.00669667,9.43E-06,5.87E-06,0,0.00251196,2.73E-06,0.00203732,8.81E-06,0.986819,0.0018564
256,0,0,1.44E-05,0,3.59E-05,0,0.00672655,9.37E-06,6.38E-06,0,0.00252325,2.59E-06,0.00203164,7.78E-06,0.986786,0.00185614
257,0,0,1.49E-05,0,3.48E-05,0,0.00673012,9.66E-06,6.51E-06,0,0.00252046,2.52E-06,0.00202989,7.98E-06,0.986783,0.00186049
258,0,0,1.45E-05,0,3.58E-05,0,0.00673154,1.02E-05,6.37E-06,0,0.00251308,2.79E-06,0.00202679,7.57E-06,0.986798,0.00185374
259,0,0,1.45E-05,0,3.65E-05,0,0.00673093,1.03E-05,6.08E-06,0,0.00250471,2.73E-06,0.00203366,7.76E-06,0.986799,0.001854
260,0,0,1.46E-05,0,3.67E-05,0,0.00672205,9.77E-06,6.18E-06,0,0.00250604,2.59E-06,0.0020412,7.58E-06,0.98679,0.00186352
261,0,0,1.45E-05,0,3.65E-05,0,0.0067202,8.82E-06,6.09E-06,0,0.00250601,2.73E-06,0.00204591,7.56E-06,0.986786,0.00186602
262,0,0,1.45E-05,0,3.53E-05,0,0.006706,8.76E-06,6.57E-06,0,0.00250952,2.79E-06,0.00204725,7.77E-06,0.986782,0.00187935
263,0,0,1.43E-05,0,3.44E-05,0,0.00669681,9.02E-06,6.29E-06,0,0.00250378,2.52E-06,0.00204336,7.76E-06,0.986795,0.00188654
264,0,0,1.46E-05,0,3.51E-05,0,0.0067131,9.37E-06,6.18E-06,0,0.00250034,3.19E-06,0.00203549,8.18E-06,0.98679,0.00188492
265,0,0,1.43E-05,0,3.46E-05,0,0.00671129,9.66E-06,6.30E-06,0,0.00250419,2.73E-06,0.00203984,8.40E-06,0.986791,0.00187778
266,0,0,1.49E-05,0,3.43E-05,0,0.0067046,9.76E-06,6.97E-06,0,0.00250379,2.99E-06,0.00203618,8.36E-06,0.986788,0.00189059
267,0,0,1.51E-05,0,3.38E-05,0,0.00670492,1.03E-05,6.71E-06,0,0.0025031,2.73E-06,0.00203498,7.97E-06,0.986788,0.00189221
268,0,0,1.42E-05,0,3.35E-05,0,0.00668978,9.77E-06,6.98E-06,0,0.00250802,2.79E-06,0.00203893,6.78E-06,0.986801,0.00188795
269,0,0,1.45E-05,0,3.38E-05,0,0.00668857,1.03E-05,6.93E-06,0,0.00250265,2.94E-06,0.00203017,6.72E-06,0.986819,0.00188486
270,0,0,1.51E-05,0,3.36E-05,0,0.00668077,9.76E-06,7.17E-06,0,0.00251621,2.99E-06,0.00202902,6.57E-06,0.986819,0.00187949
271,0,0,1.55E-05,0,3.48E-05,0,0.00668472,9.64E-06,6.50E-06,0,0.00252,2.93E-06,0.00202526,6.71E-06,0.986812,0.00188193
272,0,0,1.52E-05,0,3.49E-05,0,0.00671245,9.78E-06,7.18E-06,0,0.0025247,3.59E-06,0.00202255,6.58E-06,0.986772,0.00189068
273,0,0,1.49E-05,0,3.53E-05,0,0.0066994,9.45E-06,7.14E-06,0,0.00252396,3.15E-06,0.00200518,6.51E-06,0.986807,0.00188777
274,0,0,1.49E-05,0,3.48E-05,0,0.00671509,9.56E-06,7.17E-06,0,0.00252114,2.99E-06,0.0020019,6.57E-06,0.986798,0.00188762
275,0,0,1.49E-05,0,3.56E-05,0,0.00671912,9.64E-06,6.92E-06,0,0.0025219,3.14E-06,0.00199531,6.29E-06,0.986802,0.00188529
276,0,0,1.44E-05,0,3.57E-05,0,0.00669392,9.98E-06,7.38E-06,0,0.0025281,2.99E-06,0.00198872,6.39E-06,0.986826,0.00188635
277,0,0,1.43E-05,0,3.53E-05,0,0.00668028,9.87E-06,7.35E-06,0,0.00251981,3.15E-06,0.00198959,6.72E-06,0.986846,0.00188728
278,0,0,1.41E-05,0,3.40E-05,0,0.00668991,1.04E-05,7.37E-06,0,0.00252683,2.79E-06,0.00199901,5.97E-06,0.986814,0.00189547
279,0,0,1.34E-05,0,3.35E-05,0,0.00667986,1.07E-05,7.13E-06,0,0.00253018,2.93E-06,0.00199341,6.08E-06,0.986825,0.00189826
280,0,0,1.44E-05,0,3.17E-05,0,0.00667481,1.04E-05,7.18E-06,0,0.00253504,2.99E-06,0.00199149,5.19E-06,0.986826,0.00190093
281,0,0,1.47E-05,0,3.23E-05,0,0.00667421,1.05E-05,7.35E-06,0,0.00253074,3.15E-06,0.0019954,5.04E-06,0.986817,0.00190992
282,0,0,1.55E-05,0,3.40E-05,0,0.00667572,9.75E-06,7.37E-06,0,0.00253975,3.18E-06,0.00198737,4.78E-06,0.986812,0.00191053
283,0,0,1.57E-05,0,3.31E-05,0,0.00668446,9.64E-06,7.33E-06,0,0.00254872,3.35E-06,0.00198289,4.82E-06,0.986798,0.00191164
284,0,0,1.60E-05,0,3.43E-05,0,0.00666361,9.38E-06,7.58E-06,0,0.00254996,2.99E-06,0.00198988,4.99E-06,0.986817,0.00190429
285,0,0,1.60E-05,0,3.36E-05,0,0.00665841,9.45E-06,7.56E-06,0,0.00254304,2.94E-06,0.00198973,5.04E-06,0.986825,0.00190906
286,0,0,1.59E-05,0,3.44E-05,0,0.00667497,9.35E-06,7.56E-06,0,0.00256104,2.79E-06,0.00199258,4.78E-06,0.986785,0.00191117
287,0,0,1.61E-05,0,3.35E-05,0,0.00666742,9.01E-06,7.96E-06,0,0.00255654,2.93E-06,0.00199687,5.03E-06,0.986795,0.00190929
288,0,0,1.68E-05,0,3.37E-05,0,0.00667228,9.38E-06,7.98E-06,0,0.00255171,3.59E-06,0.00199324,4.99E-06,0.986791,0.00191543
289,0,0,1.72E-05,0,3.21E-05,0,0.00665665,9.45E-06,8.19E-06,0,0.00254445,3.57E-06,0.00199708,5.04E-06,0.986808,0.00191852
290,0,0,1.73E-05,0,3.25E-05,0,0.00666589,9.16E-06,7.76E-06,0,0.00254408,3.58E-06,0.00199879,4.78E-06,0.986791,0.00192473
291,0,0,1.76E-05,0,3.27E-05,0,0.00666102,9.43E-06,7.75E-06,0,0.00254562,3.56E-06,0.00199944,4.82E-06,0.986798,0.00192021
292,0,0,1.80E-05,0,3.31E-05,0,0.00665721,8.98E-06,7.58E-06,0,0.00254448,3.79E-06,0.00199952,4.19E-06,0.986806,0.00191733
293,0,0,1.81E-05,0,3.38E-05,0,0.00665904,9.24E-06,7.77E-06,0,0.00253832,3.99E-06,0.00199349,4.20E-06,0.986825,0.00190741
294,0,0,1.87E-05,0,3.39E-05,0,0.00667779,1.02E-05,7.17E-06,0,0.00254204,3.78E-06,0.00200105,4.18E-06,0.986793,0.00190783
295,0,0,1.87E-05,0,3.40E-05,0,0.00667501,1.03E-05,7.34E-06,0,0.00253442,3.98E-06,0.00200665,4.40E-06,0.986801,0.00190433
296,0,0,1.81E-05,0,3.53E-05,0,0.00667492,9.97E-06,6.98E-06,0,0.00253156,3.79E-06,0.0020024,4.19E-06,0.986799,0.00191347
297,0,0,1.83E-05,0,3.57E-05,0,0.00666763,9.87E-06,6.72E-06,0,0.00253649,3.99E-06,0.00200375,4.20E-06,0.986809,0.00190426
298,0,0,1.67E-05,0,3.53E-05,0,0.00665738,9.76E-06,6.97E-06,0,0.00253937,3.78E-06,0.00200572,4.78E-06,0.986806,0.00191389
299,0,0,1.66E-05,0,3.50E-05,0,0.00665588,9.65E-06,6.92E-06,0,0.00253842,3.77E-06,0.00200956,4.82E-06,0.98681,0.0019089
300,0,0,1.69E-05,0,3.51E-05,0,0.00668069,1.06E-05,6.58E-06,0,0.00252654,4.19E-06,0.00201737,4.98E-06,0.986791,0.00190652
301,0,0,1.70E-05,0,3.55E-05,0,0.00668108,1.09E-05,6.93E-06,0,0.00251837,4.20E-06,0.00202196,5.25E-06,0.986795,0.0019042
302,0,0,1.65E-05,0,3.39E-05,0,0.00668346,1.13E-05,6.97E-06,0,0.00251568,4.18E-06,0.00204178,5.58E-06,0.986779,0.0019014
303,0,0,1.64E-05,0,3.44E-05,0,0.00669041,1.15E-05,6.92E-06,0,0.00251113,4.19E-06,0.0020388,5.66E-06,0.986778,0.00190295
304,0,0,1.70E-05,0,3.51E-05,0,0.00667965,1.10E-05,6.98E-06,0,0.00251075,4.59E-06,0.0020297,6.18E-06,0.986786,0.00191323
305,0,0,1.68E-05,0,3.53E-05,0,0.00670391,1.13E-05,7.14E-06,0,0.00251625,4.20E-06,0.00202455,6.30E-06,0.986761,0.00191285
306,0,0,1.65E-05,0,3.54E-05,0,0.00670613,1.10E-05,6.97E-06,0,0.00251276,4.38E-06,0.00202132,6.37E-06,0.986762,0.00191678
307,0,0,1.63E-05,0,3.67E-05,0,0.00670942,1.09E-05,6.92E-06,0,0.00251902,4.40E-06,0.00202519,6.71E-06,0.986753,0.00191117
308,0,0,1.64E-05,0,3.63E-05,0,0.00670812,1.04E-05,6.39E-06,0,0.00250784,3.99E-06,0.00203668,6.98E-06,0.986766,0.00190138
309,0,0,1.66E-05,0,3.57E-05,0,0.00668982,1.07E-05,6.51E-06,0,0.00251236,3.78E-06,0.00204472,7.14E-06,0.986765,0.00190732
310,0,0,1.59E-05,0,3.50E-05,0,0.00665981,1.11E-05,6.77E-06,0,0.00250086,3.78E-06,0.00203747,6.57E-06,0.986818,0.00190431
311,0,0,1.66E-05,0,3.50E-05,0,0.006657,1.09E-05,7.13E-06,0,0.00250311,3.98E-06,0.00203639,6.71E-06,0.986817,0.00190604
312,0,0,1.74E-05,0,3.47E-05,0,0.00665955,1.18E-05,7.18E-06,0,0.00251546,4.39E-06,0.00203534,6.58E-06,0.986823,0.00188515
313,0,0,1.76E-05,0,3.53E-05,0,0.00664464,1.18E-05,7.14E-06,0,0.00251116,4.20E-06,0.00204291,6.30E-06,0.986832,0.00188689
314,0,0,1.83E-05,0,3.70E-05,0,0.00663607,1.15E-05,6.77E-06,0,0.00251622,4.38E-06,0.00204459,6.37E-06,0.986834,0.00188473
315,0,0,1.82E-05,0,3.73E-05,0,0.00665641,1.19E-05,6.50E-06,0,0.00251135,4.40E-06,0.00204403,6.71E-06,0.986822,0.00188121
316,0,0,1.84E-05,0,3.79E-05,0,0.0066565,1.20E-05,5.99E-06,0,0.00252143,4.39E-06,0.00204839,6.98E-06,0.986811,0.0018774
317,0,0,1.81E-05,0,3.74E-05,0,0.00665634,1.26E-05,6.30E-06,0,0.00252304,4.41E-06,0.002053,7.14E-06,0.986802,0.00187994
318,0,0,1.73E-05,0,3.64E-05,0,0.00668146,1.25E-05,6.97E-06,0,0.00251403,4.98E-06,0.00205625,7.17E-06,0.986781,0.00188169
319,0,0,1.70E-05,0,3.56E-05,0,0.0066897,1.28E-05,6.71E-06,0,0.00251052,4.82E-06,0.00205889,6.50E-06,0.98677,0.00188703
320,0,0,1.76E-05,0,3.59E-05,0,0.00669073,1.32E-05,7.38E-06,0,0.00251266,4.59E-06,0.00205154,6.58E-06,0.986768,0.00189238
321,0,0,1.78E-05,0,3.55E-05,0,0.00669675,1.34E-05,7.56E-06,0,0.00251359,4.62E-06,0.00205169,6.51E-06,0.986759,0.00189359
322,0,0,1.65E-05,0,3.82E-05,0,0.00670264,1.31E-05,7.37E-06,0,0.00250941,4.78E-06,0.0020571,6.97E-06,0.986752,0.00189186
323,0,0,1.66E-05,0,3.77E-05,0,0.00670422,1.34E-05,7.34E-06,0,0.00250968,4.82E-06,0.0020609,6.92E-06,0.986738,0.00190034
324,0,0,1.70E-05,0,3.79E-05,0,0.00668199,1.30E-05,7.38E-06,0,0.00249672,4.39E-06,0.00206351,7.38E-06,0.986773,0.00189777
325,0,0,1.72E-05,0,3.78E-05,0,0.00667354,1.28E-05,7.77E-06,0,0.00249247,4.62E-06,0.00205862,7.56E-06,0.986791,0.00189692
326,0,0,1.71E-05,0,3.74E-05,0,0.00666625,1.37E-05,8.56E-06,0,0.00248713,5.18E-06,0.00204736,6.97E-06,0.986806,0.00190402
327,0,0,1.70E-05,0,3.86E-05,0,0.00666542,1.38E-05,8.59E-06,0,0.00248174,5.45E-06,0.00204521,6.71E-06,0.986817,0.0019006
